No_,Description,Base Unit of Measure,Inventory Posting Group,Gen_ Prod_ Posting Group,Global Dimension 1 Code,Global Dimension 2 Code,Item Category Code
7PK10300,Plastic Container -3000 Ml- Family Portion (Hydera,PCS,PACK MAT,PACK MAT,,,22128
7PK10301,Plastic Container - Tamperproof 370 Ml -  Mutton H,PCS,PACK MAT,PACK MAT,,,22128
7PK10302,Plastic Container - Tamperproof 370 Ml -  Chicken ,PCS,PACK MAT,PACK MAT,,,22128
7PK10303,Plastic Container - Tamperproof 1000 Ml-  Chicken ,PCS,PACK MAT,PACK MAT,,,22128
7PK10304,Plastic Container - Tamperproof 1000 Ml -  Mutton ,PCS,PACK MAT,PACK MAT,,,22128
7PK10305,Ripple  Paper Tea cup 120ml ,PCS,PACK MAT,PACK MAT,,,27148
7PK10306,Wooden Stirrer Stick 11cm,PCS,PACK MAT,PACK MAT,,,27150
7PK10307,Zipper transparent pouch  for Salad(takeaway) 4x 4,PCS,PACK MAT,PACK MAT,,,27149
7PK10308,SF Pouch Royal pack - Chicken( 210 H x 180),PCS,PACK MAT,PACK MAT,,,27149
7PK10309,SF Pouch Royal pack - Mutton( 210 H x 180),PCS,PACK MAT,PACK MAT,,,27149
7PK10310,SF Pouch Royal pack - Veg( 210 H x 180),PCS,PACK MAT,PACK MAT,,,27149
7PK10311,SF Pouch for Extra Biryani Rice(180H x 130W),PCS,PACK MAT,PACK MAT,,,27149
7PK10312,SF Pouch for add on Eggs (5Wx6H),PCS,PACK MAT,PACK MAT,,,27149
7PK10313,Laminate roll  for 500ml 430mm roll dia,KG,PACK MAT,PACK MAT,,,27149
7PK10314,Laminate roll  for 100ml  230mm roll dia,KG,PACK MAT,PACK MAT,,,27149
7PK10315,Chromo Labels with Multicolour Size VEG : 100x150m,PCS,PACK MAT,PACK MAT,,,27149
7PK10316,Chromo Labels with Multicolour Size VEG 50x50mm,PCS,PACK MAT,PACK MAT,,,27149
7PK10317,Outer carton for Roll packing-Veg,PCS,PACK MAT,PACK MAT,,,27149
7PK10318,Outer carton for Roll packing- Egg,PCS,PACK MAT,PACK MAT,,,27149
7PK10319,Outer carton for Roll packing-Chicken,PCS,PACK MAT,PACK MAT,,,27149
7PK10320,"Brown Parchment paper 10"" x 10"" for Veg",PCS,PACK MAT,PACK MAT,,,27149
7PK10321,"Brown Parchment paper 10"" x 10"" for Chicken",PCS,PACK MAT,PACK MAT,,,27149
7PK10322,"Brown Parchment paper 10"" x 10"" for Egg",PCS,PACK MAT,PACK MAT,,,27149
7PK10323,"Parchment paper 10"" x 10"" for Plain(Unprinted)",PCS,PACK MAT,PACK MAT,,,27149
7PK10324,Chromo Labels with Multicolour Size VEG 40x20mm ,PCS,PACK MAT,PACK MAT,,,27149
7PK10325,Chromo Labels with Multicolour NONVEG Size:100x150,PCS,PACK MAT,PACK MAT,,,27149
7PK10326,Chromo Labels with Multicolour NON VEG Size: 50x50,PCS,PACK MAT,PACK MAT,,,27149
7PK10327,Chromo Labels with Multicolour  NON VEG Size:40x20,PCS,PACK MAT,PACK MAT,,,27149
7PK10328,Plastic Container - Tamperproof 750mL round ,PCS,PACK MAT,PACK MAT,,,22128
7PK10329,"Pink color Parchment paper 10"" x 10"" for Plain(Unp",PCS,PACK MAT,PACK MAT,,,27149
7PK10330,Outer carton for Shawarma  packing-Chicken,PCS,PACK MAT,PACK MAT,,,27149
7PK10331,Paper Sticker - Egg,PCS,PACK MAT,PACK MAT,,,27148
7PK10332,Paper Cup 100 Ml for water to serve customer waiti,PCS,PACK MAT,PACK MAT,,,27148
7PK10333,Paper Tub 1000 Ml for 2 pcs fried chicken  with pa,PCS,PACK MAT,PACK MAT,,,27148
7PK10334,Paper Tub 2000 Ml for 4 pcs fried chicken  with pl,PCS,PACK MAT,PACK MAT,,,27148
7PK10335,"Plastic Cover - 10 L X 12 W"" (1Kg X 25 = 25 Kg)",KG,PACK MAT,PACK MAT,,,27149
7PK10336,Chromo Labels with Multicolour  NONVEG Size:100x50,PCS,PACK MAT,PACK MAT,,,27149
7PK10337,Carton for Single piece  fried chicken,PCS,PACK MAT,PACK MAT,,,27149
7PK10338,Paper sleeve for Rice bowl- 750 ml,PCS,PACK MAT,PACK MAT,,,27149
7PK10339,Carton for 4 piece  Crispy chicken,PCS,PACK MAT,PACK MAT,,,27149
7PK10340,Bagasse 11'' Round Plate  with 4CP,PCS,PACK MAT,PACK MAT,,,27150
7PK10341,Paper sleeve for  Biryani- 750 ml Rectangle,PCS,PACK MAT,PACK MAT,,,27149
7PK10342,Paper sleeve for  Biryani- 1250ml Rectangle,PCS,PACK MAT,PACK MAT,,,27149
7PK10343,Unprinted Transparent Pillow Pouch W:170 mm H:220,PCS,PACK MAT,PACK MAT,,,27149
7PK10344,250ml Black Container,PCS,PACK MAT,PACK MAT,,,27149
7PK10345,400ml Black tall Container  for Soups,PCS,PACK MAT,PACK MAT,,,27149
7PK10346,500ml Black bowl container(Boneless starters and c,PCS,PACK MAT,PACK MAT,,,27149
7PK10347,Black bowl for Mini,PCS,PACK MAT,PACK MAT,,,27149
7PK10348,Black bowl for  Royal,PCS,PACK MAT,PACK MAT,,,27149
7PK10349,Black bowl for Nizami,PCS,PACK MAT,PACK MAT,,,27149
7PK10350,"1'S , 2's Pack 10"" x12” bubble wrap, POD & PCCB No",PCS,PACK MAT,PACK MAT,,,27149
7PK10351,"4's Pack  12"" x 16"" bubble wrap, POD and PCCB No",PCS,PACK MAT,PACK MAT,,,27149
7PK10352,5's up to 10's 210x180x280 CFB for Amazon,PCS,PACK MAT,PACK MAT,,,27149
7PK10353,Bubblewrap roll for Amazon packaging,PCS,PACK MAT,PACK MAT,,,27149
7PK10354,Newspaper shreds for Amazon packaging,KG,PACK MAT,PACK MAT,,,27149
8CC10001,RW -Acrylic Dish (Nv) ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10002,RW -Acrylic Dish (Veg) ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10003,"RW -Acrylic Rice Bowl 5"" ",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10005,RW -Acrylic Soup Bowls Rg ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10007,RW -Acrylic Soup Underliner ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10008,Acrylic jar 125 gram ,PCS,RAW MAT,RAW MAT,,,22128
8CC10013,RW -Diplomat Melamine Dinner Plates  ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10016,RW -Bread Baskets (Oval) ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10017,RW -Bread Baskets (Round) ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10018,RW -Chutney Bowls ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10022,RW -Curry Dish ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10023,RW -Bormioli Dinner Plates ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10024,RW -Serval Melamine Dinner Plates ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10025,RW -Falooda Spoon ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10027,RW -Finger Bowl ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10029,RW -Finger Bowl Liners ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10033,RW -Fruit Salad Bowls ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10039,RW -Haleem Plates ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10042,RW -Ice Cream Scoops ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10043,RW -Ice Cream Spoon ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10047,RW -Ice Cream Bowl Ocean/Alaska,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10049,RW -Glass 10-Fb ( 1Box X 1 ),PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10050,RW -Kadai Bowl ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10051,RW -Lassi Mugs ( 1Dzn X 1 ),PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10052,RW -Lassi Spoon ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10059,RW -Plastic Pickle Pot ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10060,RW -Bormioli Quarter Plate ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10065,"RW -Ceramic Rice Bowl 5"" ",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10067,"RW -Ceramic Rice Bowl 7"" ",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10074,RW -Ceramic Saucers ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10078,RW -Ss Serving Fork Matt,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10081,RW -Ss Serving Spoon Matt ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10085,RW -Ceramic Soup Bowl,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10086,RW -Melamine Soup Spoon ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10087,MANDI PLATE THALA,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10100,RW -Ss Onion Plate,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10101,RW -Ss Oval Platter No 4,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10103,RW -Ss Paper Napkin Holders ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10104,RW -Ss Pepper N Salt Sets ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10107,RW -Ss Thermos 1000Ml ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10108,RW -Ss Thermos 1500Ml ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10112,RW -Ss Waiters Trays ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10113,RW -Ss Water Jugs ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10114,RW -Supreme Biryani Dish ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10117,RW -Ss Table Fork Matt ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10118,RW -Ss Table Knife ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10120,RW -Ss Table Spoon Matt,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10125,RW -Ceramic Tea Cups ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10127,RW -Ss Tea Spoons Matt,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10128,RW -Toothpick Holder ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10133,RW -Water Glass 9-Ahb ( 1Box X 1 ),PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10134,RW -Soft Drink Glass 10Fb ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10137,RW -Straw Holder ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10159,RW -Ss Mixing Bowl ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10180,RW -Ss Matt Lid For Handi No.2,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10181,RW -Ss Matt Lid For Handi No.3,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10182,RW -Melamibe Dw Dwhp3074- 4Comp Plate ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10183,RW -Serving Hnh Melamine Curry Bowl ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10184,RW -Melamine Sw Raita/Salan Bowl,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10185,RW -Servel Chutney Bowl,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10186,RW -Hnh Melamine Round Plate,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10187,RW -Hnh Melamine Quater Plate,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10188,RW -Polycarbonate Dessert Bowl,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10189,RW -Polycarb Lassi Glass Kf Tsp 300Ml,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10190,RW -Polycarbonate Falooda Glass,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10191,RW -Polycarb Water Glass Kf  Tta 250Ml,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10193,RW -Serving Handi Hnh Melamine  No 1,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10194,RW -Serving Handi Hnh Melamine  No 2,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10195,RW -Serving Handi Hnh Melamine  No 3,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10196,RW -Hnh Melanile Handi Lid No 1,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10197,RW -Hnh Melamine Handi Lid No 2,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10198,RW -Hnh Melamine Handi Lid No 3,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10199,"RW -Cambro Salvers 14"" Round",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10207,"RW -Ss Serving Handi #1,9Cm,Matt",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10208,"RW -Ss Serving Handi # 3,13Cm",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10209,"RW -Ss Serving Handi # 4,15Cm",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10210,"RW -Ss Serving Handi # 5,17Cm",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10211,"RW -Ss Serving Handi # 6,20Cm",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10215,RW -Ss Staff Plate,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10221,"RW -Ss Serving Handi # 00, 80Ml",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10222,RW -Tea Cup Melamine,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10223,RW -Ss Matt Lid For Handi No 1,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10230,RW -Coke Pitcher Jug 1 Lt,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10239,"RW -Melamine Oval Platter, No 3 ",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10240,RW -Melamine Oval Platter No 4 ,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10241,RW -Ss Oval Platter No 3,PCS,CONSUMABLE,CONSUMABLE,,,26146
8CC10242,RW -Ss Serving Handi # 07Cm,PCS,CONSUMABLE,CONSUMABLE,,,26146
8CC10243,Cutlery Stand ,PCS,CONSUMABLE,CONSUMABLE,,,26146
8CC10244,Raita / Salan Spoon,PCS,CONSUMABLE,CONSUMABLE,,,26146
8CC10245,Kebab Fork,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10246,SS Square Platter 10cm Sounf Tray (Hammered),PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10247,RW - SS Ice Cream Bowl,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10248,RW -Haleem Bowl,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10249,"Soup Bowl _ mealmaine 5"" HCKD505",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10250,"Soup Plate _ mealmaine 5.4"" 22148",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10251,Soup Spoon _ mealmaine 98934,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10252,Mandi Bowl_coper coated_wati _60 ml,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10253,Nizami Handi_25556_Melamaine,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10254,Nizami Handi Lid_60145 U _Melamaine,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10255,Royal Handi_25555_Black_Melamaine,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10256,Royal Handi Lid_60144 U _Melamaine,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10257,Curry Bowl_25554_Handi NO1_Melamaine,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10258,SATIN MATTE KADAI_25558_No2_Melamaine,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10259,SATINMATTE OVAL CURRY Bowl_25565_No2,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10260,"Pasta Wok _10.8""X8"" _39932_Melamaine",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10261,"Wok Pot - _ 8.5""X6""_34024_Melamaine",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10262,"Soup Bowl _ 4"" HCKD504_Melamaine",PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10263,Chinese Sauce Set_SUPERWARE-3 PC,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10264,Large Thai Platter - _IP-1012-15-38.1 CM,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10265,Small Thai Platter - IP-1011-14 -35.5 CM,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10266,Mint Chutney Bowl _B2300 MINI KATORI-6.35CM,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10267,Raita/Salan Bowl_ B6523 STACKING KATORI-6.72 CM,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10268,Salt & Pepper set _MAZDA-AURAS SALT & PEPPER,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10269,Tissue Holder _IH-1179-6' TUSSUE HOLDER 15.25 CM,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10270,Spoon/Fork Holder _MAZDA-CUTLARY & NAPKIN,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8CC10271,Glass - Drinks _PLISNER GLASS-340 ML-OCEAN,PCS,CKRY CUTRY,CKRY CUTRY,,,26146
8KW10002,GK - Tandoor Bhati,PCS,CONSUMABLE,CONSUMABLE,,,25144
8KW10003,GK - Digital Thermometer Pen Type ,PCS,CONSUMABLE,CONSUMABLE,,,25144
8KW10004,GK - Sealing Machine Big ,PCS,CONSUMABLE,CONSUMABLE,,,25144
8KW10005,GK - Sealing Machine Small ,PCS,CONSUMABLE,CONSUMABLE,,,25144
8KW10006,CK -Hoffman Insulated Box 6 Layers - Hbi-X04,PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10008,GK -Plastic Crates Ch 64320 ,PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10009,GK -Plastic Crates Jbc 64120  ,PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10010,GK -Plastic Crates Jr 53200 ,PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10011,GK -Plastic Crates Jr 64080 ,PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10012,RST -Dish Wash Crates - Glass ( 1Nos X 1 ),PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10013,RST -Dish Wash Crates - Plates ( 1Nos X 1 ),PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10014,RST -Dish Wash Crates - Spoons ( 1Nos X 1 ),PCS,CONSUMABLE,CONSUMABLE,,,25145
8KW10015, Bakery - Bread Knife-12,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10016, Bakery - Icing Knife-14,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10017, Bakery - Icing Nozzle-14,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10018, Bakery - Icing Nozzle-20,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10019, Bakery - Icing Nozzle-46,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10020, Bakery - Icing Nozzle-5,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10021,BK - Aluminium Bagona 40 Kgs ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10022,BK - Aluminum Collander ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10023,BK - Cooking Handi Dum Angle 4 Inch,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10024,BK - Cooking Handi Dum Lid 20'' Dia,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10026,BK - Cooking Handi Dum Lid 30'' Dia,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10027,"BK - Ms Coal Jali 10"" Dia",PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10028,"BK - Ss Cassrole 23"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10029,"BK - Ss Cassrole 30"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10030,"BK - Bk -Rice Jali/ Jhara 16.5"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10031,CK - Chinese Brooms ,PCS,CLEAN WASH,CLEAN WASH,,,25143
8KW10032,CK - Chinese Zarra ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10033,GK - Ss Chopper ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10034,"BK - Cooking Handi  19"" Dia ",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10035, Bakery Cream Patti ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10036,GK - Dabbu No 9 ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10037,CK - Donga ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10038,CK - Soup Strainer Steel,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10039,CK - Frying Pan,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10040,CK - Hot Case ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10041,CK - Iron Wok ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10042,CK - Chinese Kadai Ms  ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10043,CK -  Rumali Kadai Ms  ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10044,CK - Kebab Rod 6Mm ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10045,"BK - Bk -Rice Jali/ Jhara 13.0"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10046,"CK -Alm Lid For Tope With Handle,Heavy 26""Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10047,"CK -Alm Lid For Tope Wo Handle,Heavy 14"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10048,"CK -Alm Lid For Tope Wo Handle,Heavy 20"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10049,"CK -Alm Tope With Handle,Heavy Guage, 26"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10051,"CK -Alm Tope Wo Handle,Heavy Guage, 20"" Dia",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10052,CK -Aluminium Can 20Lt ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10053,CK -Aluminium Can 40Lt,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10054,CK -Aluminium Mug 4Lt,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10055,CK - Bamboo Jhara,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10056,CK - Plastic Salver Rectangular ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10057,"CK - Ss Rice Collender14""",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10058,CK - Ss Rice Collender18'',PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10059,CK - Lemon Squeezer ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10060,CK - Mixer Jar ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10061,CK - Ms Chinese Jhara Wooden Handle ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10062,CK -Ms Kurpi ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10063,CK - Ms Oil Jhalli ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10064,CK - Non Stitava ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10065,GK - Flat Slicer Chinese ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10066,"CK - Aluminum Parat 31"" ",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10067,CK - Paring Knife ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10068,CK -Pressure Cooker 7.5Lt,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10069,CK -S.S Dinner Thali -10'',PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10070,"CK -S.S Tope 13.5""",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10074,CK - Kurpi 3',PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10075,CK - Kebab Rod 8Mm ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10076,"CK - Tray 19X16X2"" Ss ",PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10077,CK - Semiya Making Machine,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10078,CK - Silicon Butter Brush ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10079,CK - Squeezee Bottles ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10080,CK - Basin Ss,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10081,CK - Milk Cans Ss 20 Lt ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10083,CK - Grater Ss,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10084,CK - Bagona With Lid Ss 5 Lt,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10085,CK - Mixing Bowl No.14 Ss,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10086,CK - Mixing Bowl Lid No.14 Ss,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10087,CK - Tong Ss ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10088,CK - Rod For Checking Dum Ss,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10089,CK - Bakery  Lassi Pot 4 Lt ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10091,CK - Tandoor Jodi Ss ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10092,CK - Bakery  Pastry Tong ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10093,CK - Top For Rice Washing Ss,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10094,CK - Whisk Ss ,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10095,CK - Veg Rice Lifting Rod ,PCS,CKRY CUTRY,CKRY CUTRY,,,25143
8KW10096,CK - Vegetable Pealer Ss,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10097,GK - Weighing Scales 15 Kgs ,PCS,CONSUMABLE,CONSUMABLE,,,25144
8KW10098,GK - Weighing Scales 150 Kgs ,PCS,CONSUMABLE,CONSUMABLE,,,25144
8KW10099,GK - Choping Board 18 X 12 X 3'' - Blue,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10100,GK - Choping Board 18 X 12 X 3'' - Green,PCS,CONSUMABLE,CONSUMABLE,,,25143
8KW10101,GK - Choping Board 18 X 12 X 3'' - Orange,PCS,CONSUMABLE,CONSUMABLE,,,25143
